periods,seeds,read_offsets,write_offsets,min,max,mean,std,diff,"(latency, count)"
"[15, 10, 12]",1755016037,"[0, 0, 0]","[0, 0, 0]",0,29,14.5,6.922,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016038,"[0, 0, 1]","[0, 0, 1]",1,30,15.5,6.922,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1)]"
"[15, 10, 12]",1755016039,"[0, 0, 2]","[0, 0, 2]",2,25,13.5,5.47,12,"[(2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 3), (9, 3), (10, 3), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 3), (18, 3), (19, 3), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1)]"
"[15, 10, 12]",1755016040,"[0, 0, 3]","[0, 0, 3]",3,26,14.5,5.47,11,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 3), (10, 3), (11, 3), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 3), (19, 3), (20, 3), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[15, 10, 12]",1755016041,"[0, 0, 4]","[0, 0, 4]",4,27,15.5,5.47,10,"[(4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1)]"
"[15, 10, 12]",1755016042,"[0, 0, 5]","[0, 0, 5]",5,28,16.5,5.47,9,"[(5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1)]"
"[15, 10, 12]",1755016043,"[0, 0, 6]","[0, 0, 6]",0,29,14.5,6.922,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016044,"[0, 0, 7]","[0, 0, 7]",1,30,15.5,6.922,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1)]"
"[15, 10, 12]",1755016045,"[0, 0, 8]","[0, 0, 8]",2,25,13.5,5.47,12,"[(2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 3), (9, 3), (10, 3), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 3), (18, 3), (19, 3), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1)]"
"[15, 10, 12]",1755016046,"[0, 0, 9]","[0, 0, 9]",3,26,14.5,5.47,11,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 3), (10, 3), (11, 3), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 3), (19, 3), (20, 3), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[15, 10, 12]",1755016047,"[0, 0, 10]","[0, 0, 10]",4,27,15.5,5.47,10,"[(4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1)]"
"[15, 10, 12]",1755016048,"[0, 0, 11]","[0, 0, 11]",5,28,16.5,5.47,9,"[(5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1)]"
"[15, 10, 12]",1755016049,"[0, 0, 12]","[0, 0, 12]",0,29,14.5,6.922,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016050,"[0, 1, 0]","[0, 1, 0]",6,29,17.5,5.47,8,"[(6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016051,"[0, 1, 1]","[0, 1, 1]",1,30,15.5,6.922,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1)]"
"[15, 10, 12]",1755016052,"[0, 1, 2]","[0, 1, 2]",2,31,16.5,6.922,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1)]"
"[15, 10, 12]",1755016053,"[0, 1, 3]","[0, 1, 3]",3,26,14.5,5.47,11,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 3), (10, 3), (11, 3), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 3), (19, 3), (20, 3), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[15, 10, 12]",1755016054,"[0, 1, 4]","[0, 1, 4]",4,27,15.5,5.47,10,"[(4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1)]"
"[15, 10, 12]",1755016055,"[0, 1, 5]","[0, 1, 5]",5,28,16.5,5.47,9,"[(5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1)]"
"[15, 10, 12]",1755016056,"[0, 1, 6]","[0, 1, 6]",6,29,17.5,5.47,8,"[(6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016057,"[0, 1, 7]","[0, 1, 7]",1,30,15.5,6.922,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1)]"
"[15, 10, 12]",1755016058,"[0, 1, 8]","[0, 1, 8]",2,31,16.5,6.922,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1)]"
"[15, 10, 12]",1755016059,"[0, 1, 9]","[0, 1, 9]",3,26,14.5,5.47,11,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 3), (10, 3), (11, 3), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 3), (19, 3), (20, 3), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[15, 10, 12]",1755016060,"[0, 1, 10]","[0, 1, 10]",4,27,15.5,5.47,10,"[(4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1)]"
"[15, 10, 12]",1755016061,"[0, 1, 11]","[0, 1, 11]",5,28,16.5,5.47,9,"[(5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1)]"
"[15, 10, 12]",1755016062,"[0, 1, 12]","[0, 1, 12]",6,29,17.5,5.47,8,"[(6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016063,"[0, 2, 0]","[0, 2, 0]",6,29,17.5,5.47,8,"[(6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016064,"[0, 2, 1]","[0, 2, 1]",7,30,18.5,5.47,7,"[(7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 3), (14, 3), (15, 3), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 3), (23, 3), (24, 3), (25, 2), (26, 2), (27, 2), (28, 1), (29, 1), (30, 1)]"
"[15, 10, 12]",1755016065,"[0, 2, 2]","[0, 2, 2]",2,31,16.5,6.922,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1)]"
"[15, 10, 12]",1755016066,"[0, 2, 3]","[0, 2, 3]",3,32,17.5,6.922,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1)]"
"[15, 10, 12]",1755016067,"[0, 2, 4]","[0, 2, 4]",4,27,15.5,5.47,10,"[(4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1)]"
"[15, 10, 12]",1755016068,"[0, 2, 5]","[0, 2, 5]",5,28,16.5,5.47,9,"[(5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1)]"
"[15, 10, 12]",1755016069,"[0, 2, 6]","[0, 2, 6]",6,29,17.5,5.47,8,"[(6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016070,"[0, 2, 7]","[0, 2, 7]",7,30,18.5,5.47,7,"[(7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 3), (14, 3), (15, 3), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 3), (23, 3), (24, 3), (25, 2), (26, 2), (27, 2), (28, 1), (29, 1), (30, 1)]"
"[15, 10, 12]",1755016071,"[0, 2, 8]","[0, 2, 8]",2,31,16.5,6.922,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1)]"
"[15, 10, 12]",1755016072,"[0, 2, 9]","[0, 2, 9]",3,32,17.5,6.922,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1)]"
"[15, 10, 12]",1755016073,"[0, 2, 10]","[0, 2, 10]",4,27,15.5,5.47,10,"[(4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 3), (11, 3), (12, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 3), (20, 3), (21, 3), (22, 2), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1)]"
"[15, 10, 12]",1755016074,"[0, 2, 11]","[0, 2, 11]",5,28,16.5,5.47,9,"[(5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1)]"
"[15, 10, 12]",1755016075,"[0, 2, 12]","[0, 2, 12]",6,29,17.5,5.47,8,"[(6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016076,"[0, 3, 0]","[0, 3, 0]",6,29,17.5,5.47,8,"[(6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016077,"[0, 3, 1]","[0, 3, 1]",7,30,18.5,5.47,7,"[(7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 3), (14, 3), (15, 3), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 3), (23, 3), (24, 3), (25, 2), (26, 2), (27, 2), (28, 1), (29, 1), (30, 1)]"
"[15, 10, 12]",1755016078,"[0, 3, 2]","[0, 3, 2]",8,31,19.5,5.47,6,"[(8, 1), (9, 1), (10, 1), (11, 2), (12, 2), (13, 2), (14, 3), (15, 3), (16, 3), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 4), (23, 3), (24, 3), (25, 3), (26, 2), (27, 2), (28, 2), (29, 1), (30, 1), (31, 1)]"
"[15, 10, 12]",1755016079,"[0, 3, 3]","[0, 3, 3]",3,32,17.5,6.922,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1)]"
"[15, 10, 12]",1755016080,"[0, 3, 4]","[0, 3, 4]",4,33,18.5,6.922,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 3), (25, 2), (26, 2), (27, 2), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1), (33, 1)]"
"[15, 10, 12]",1755016081,"[0, 3, 5]","[0, 3, 5]",5,28,16.5,5.47,9,"[(5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 3), (12, 3), (13, 3), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 3), (21, 3), (22, 3), (23, 2), (24, 2), (25, 2), (26, 1), (27, 1), (28, 1)]"
"[15, 10, 12]",1755016082,"[0, 3, 6]","[0, 3, 6]",6,29,17.5,5.47,8,"[(6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 3), (13, 3), (14, 3), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 3), (22, 3), (23, 3), (24, 2), (25, 2), (26, 2), (27, 1), (28, 1), (29, 1)]"
"[15, 10, 12]",1755016083,"[0, 3, 7]","[0, 3, 7]",7,30,18.5,5.47,7,"[(7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 3), (14, 3), (15, 3), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 3), (23, 3), (24, 3), (25, 2), (26, 2), (27, 2), (28, 1), (29, 1), (30, 1)]"
